ImageId,file_path_image,file_path_mask_eroded_0_dilated_0,is_test,is_train,is_valid,n_buildings
13,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000086-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000086-RGB-7cm_013.png,0,1,0,
14,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000086-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000086-RGB-7cm_014.png,0,1,0,
15,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000086-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000086-RGB-7cm_015.png,0,1,0,
16,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_000.png,0,1,0,
17,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_001.png,0,1,0,
18,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_002.png,0,1,0,
19,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_003.png,0,1,0,
20,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_004.png,0,1,0,
21,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_005.png,0,1,0,
22,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_006.png,0,1,0,
23,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_007.png,0,1,0,
24,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_008.png,0,1,0,
25,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_009.png,0,1,0,
26,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_010.png,0,1,0,
27,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_011.png,0,1,0,
28,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_012.png,0,1,0,
29,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_013.png,0,1,0,
30,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_014.png,0,1,0,
31,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000087-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000087-RGB-7cm_015.png,0,1,0,
32,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_000.png,0,1,0,
33,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_001.png,0,1,0,
34,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_002.png,0,1,0,
35,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_003.png,0,1,0,
36,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_004.png,0,1,0,
37,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_005.png,0,1,0,
38,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_006.png,0,1,0,
39,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_007.png,0,1,0,
40,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_008.png,0,1,0,
41,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_009.png,0,1,0,
42,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_010.png,0,1,0,
43,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_011.png,0,1,0,
44,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_012.png,0,1,0,
45,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_013.png,0,1,0,
46,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_014.png,0,1,0,
47,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000088-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000088-RGB-7cm_015.png,0,1,0,
48,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_000.png,0,1,0,
49,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_001.png,0,1,0,
50,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_002.png,0,1,0,
51,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_003.png,0,1,0,
52,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_004.png,0,1,0,
53,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_005.png,0,1,0,
54,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_006.png,0,1,0,
55,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_007.png,0,1,0,
56,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_008.png,0,1,0,
57,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_009.png,0,1,0,
58,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_010.png,0,1,0,
59,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_011.png,0,1,0,
60,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_012.png,0,1,0,
61,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_013.png,0,1,0,
62,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_014.png,0,1,0,
63,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000089-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000089-RGB-7cm_015.png,0,1,0,
64,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_000.png,0,1,0,
65,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_001.png,0,1,0,
66,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_002.png,0,1,0,
67,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_003.png,0,1,0,
68,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_004.png,0,1,0,
69,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_005.png,0,1,0,
70,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_006.png,0,1,0,
71,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_007.png,0,1,0,
72,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_008.png,0,1,0,
73,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_009.png,0,1,0,
74,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_010.png,0,1,0,
75,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_011.png,0,1,0,
76,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_012.png,0,1,0,
77,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_013.png,0,1,0,
78,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_014.png,0,1,0,
79,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000090-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000090-RGB-7cm_015.png,0,1,0,
80,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_000.png,0,1,0,
81,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_001.png,0,1,0,
82,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_002.png,0,1,0,
83,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_003.png,0,1,0,
84,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_004.png,0,1,0,
85,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_005.png,0,1,0,
86,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_006.png,0,1,0,
87,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_007.png,0,1,0,
88,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_008.png,0,1,0,
89,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_009.png,0,1,0,
90,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_010.png,0,1,0,
91,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_011.png,0,1,0,
92,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_012.png,0,1,0,
93,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_013.png,0,1,0,
94,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_014.png,0,1,0,
95,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000091-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000091-RGB-7cm_015.png,0,1,0,
96,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_000.png,0,1,0,
97,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_001.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_001.png,0,1,0,
98,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_002.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_002.png,0,1,0,
99,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_003.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_003.png,0,1,0,
100,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_004.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_004.png,0,1,0,
101,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_005.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_005.png,0,1,0,
102,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_006.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_006.png,0,1,0,
103,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_007.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_007.png,0,1,0,
104,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_008.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_008.png,0,1,0,
105,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_009.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_009.png,0,1,0,
106,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_010.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_010.png,0,1,0,
107,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_011.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_011.png,0,1,0,
108,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_012.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_012.png,0,1,0,
109,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_013.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_013.png,0,1,0,
110,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_014.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_014.png,0,1,0,
111,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000092-RGB-7cm_015.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000092-RGB-7cm_015.png,0,1,0,
112,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/train/images/000032_000093-RGB-7cm_000.tif,/Users/sukryool.kang/data/GIS_data/LosAngeles_2017/TILE/mask/images/000032_000093-RGB-7cm_000.png,0,1,0,
